,polygon_ratio
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5253751300559241
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.4604383070593507
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.21585365853658536
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.3746556473829201
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.4398130395139368
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.275295964873277
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5049778260476061
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5019839594765724
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5072944297082228
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5071434909929896
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5006817562039815
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.9237733644859814
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.8899059024807527
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5117869562564822
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5012406474270881
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.8600654664484452
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.8690895345069662
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5275599128540305
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-knit-toddler-grey-white_product_8987200_color_1522.xml,0.5875157547749087
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-toddler-ash-blue-trace-royal-noble-indigo_product_8987185_color_728094.xml,0.60142954390742
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-rapidarun-toddler-ash-blue-trace-royal-noble-indigo_product_8987185_color_728094.xml,0.4560063379041881
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-x-tango-18-3-in-soccer-little-kid-big-kid-blue-yellow-black_product_9044758_color_206014.xml,0.46057594518005074
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-x-tango-18-3-in-soccer-little-kid-big-kid-blue-yellow-black_product_9044758_color_206014.xml,0.5687461121478716
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-kids-x-tango-18-3-in-soccer-little-kid-big-kid-blue-yellow-black_product_9044758_color_206014.xml,0.5636275995042005
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-mundial-team-black-white_product_7312849_color_151.xml,0.5632333032490975
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-eqt-support-adv-core-black-sub-green_product_8808110_color_684114.xml,0.6863389336837993
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-gazelle-big-kid-navy-navy-white_product_8821925_color_21644.xml,0.4636487036785666
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-gazelle-big-kid-navy-navy-white_product_8821925_color_21644.xml,0.14396196119829321
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-superstar-adicolor-big-kid-white-light-blue-gold_product_8856629_color_26784.xml,0.5440080390467987
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-superstar-adicolor-big-kid-white-light-blue-gold_product_8856629_color_26784.xml,0.4362114709618261
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-superstar-iridescent-j-big-kid-white-clear-orange_product_9067694_color_759282.xml,0.6515071417679053
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-tubular-dusk-c-little-kid-grey-white-ink_product_9118901_color_775974.xml,0.6964536744988246
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-tubular-shadow-i-toddler-grey-chalk-white_product_8982637_color_725290.xml,0.6183642530448635
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-tubular-shadow-i-toddler-grey-chalk-white_product_8982637_color_725290.xml,0.3678217821782178
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-kids-tubular-shadow-j-big-kid-chalk-pearl-chalk-white_product_8982588_color_725289.xml,0.5076253626191463
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-stan-smith-core-black-core-black-night-metallic_product_8808872_color_664131.xml,0.4806709153302052
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-stan-smith-footwear-white-footwear-white-green-1_product_8808872_color_664133.xml,0.6141081648548884
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-originals-superstar-festival-black-white_product_8513449_color_151.xml,0.6690375377606101
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-ax2r-gtx-black-black-grey-five_product_8809255_color_701072.xml,0.5774094599525634
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-ax3-black-black-carbon_product_9162747_color_62025.xml,0.5065292378449409
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-ax3-black-black-carbon_product_9162747_color_62025.xml,0.348650133417046
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.6597670064489286
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.48111846890912285
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.5505568080890892
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.5470654153242751
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.5355691056910569
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.9053071447166441
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.5409322749122399
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.5175427617855652
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.9079286239882266
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.8865263157894737
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.7132932597556169
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-outdoor-terrex-fast-gtx-surround-black-grey-five-hi-res-red_product_8809238_color_726646.xml,0.8711968519051733
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-powerlift-3-1-shock-yellow-shock-yellow-black_product_8894165_color_752774.xml,0.6367574962946072
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-powerlift-3-1-shock-yellow-shock-yellow-black_product_8894165_color_752774.xml,0.6923175474391027
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-powerlift-3-1-shock-yellow-shock-yellow-black_product_8894165_color_752774.xml,0.6399604025738327
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-powerlift-3-1-shock-yellow-shock-yellow-black_product_8894165_color_752774.xml,0.34417448141002754
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-powerlift-3-1-shock-yellow-shock-yellow-black_product_8894165_color_752774.xml,0.6836957092589675
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-predator-tango-18-4-tf-world-cup-pack-solar-yellow-black-solar-red_product_9047749_color_567454.xml,0.4507318774541241
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-predator-tango-18-4-tf-world-cup-pack-solar-yellow-black-solar-red_product_9047749_color_567454.xml,0.46222982258870565
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-pureboost-go-black-black-scarlet_product_9055871_color_29643.xml,0.5295853510895884
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-pureboost-go-black-black-scarlet_product_9055871_color_29643.xml,0.7781119253492913
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-pureboost-go-black-black-scarlet_product_9055871_color_29643.xml,0.8791859225026661
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-pureboost-go-black-black-scarlet_product_9055871_color_29643.xml,0.7520063786371889
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-pureboost-go-black-black-scarlet_product_9055871_color_29643.xml,0.42438182069346597
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-pureboost-go-black-black-scarlet_product_9055871_color_29643.xml,0.5099173639949083
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-puremotion-white-white-hi-res-aqua_product_9056066_color_752926.xml,0.5433965773809524
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-running-puremotion-white-white-hi-res-aqua_product_9056066_color_752926.xml,0.6714892242373898
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-skateboarding-busenitz-vulc-crystal-white-black-white_product_8889329_color_769844.xml,0.573893499308437
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-skateboarding-busenitz-vulc-crystal-white-black-white_product_8889329_color_769844.xml,0.6800341156305624
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-skateboarding-matchcourt-high-rx-onix-footwear-white-grey_product_8808751_color_678494.xml,0.32812893854607783
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-skateboarding-tactical-adv-snow-boot-18-khaki_product_9096066_color_423.xml,0.4263204882556555
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-speed-trainer-4-black-silver-royal_product_9009476_color_9617.xml,0.4547611438417074
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adidas-speed-trainer-4-black-silver-royal_product_9009476_color_9617.xml,0.5170956884495959
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adrianna-papell-hayes-black-stretch-patent_product_8954074_color_24163.xml,0.5903262746864909
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/adrianna-papell-jenna-pewter-sheena-satin_product_9128557_color_511957.xml,0.5021103527810338
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-pin-down-black-leather_product_9010211_color_72.xml,0.3591473374052113
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-pin-down-black-leather_product_9010211_color_72.xml,0.4864787554057296
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-pin-down-light-tan-leather_product_9010211_color_53798.xml,0.27920353982300883
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-pin-down-light-tan-leather_product_9010211_color_53798.xml,0.28644829800899163
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-pin-down-light-tan-leather_product_9010211_color_53798.xml,0.9710144927536232
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-street-lamp-black-suede_product_9010240_color_106.xml,0.3639931009690767
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-street-lamp-black-suede_product_9010240_color_106.xml,0.7700054670919806
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-street-lamp-gold-leather_product_9010240_color_1737.xml,0.9157415050980567
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-street-lamp-gold-leather_product_9010240_color_1737.xml,0.6019613509388106
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-street-lamp-gold-leather_product_9010240_color_1737.xml,0.37133458294283034
/Users/huamuxin/Documents/fastai-test/Original Data/Annotations/aerosoles-street-lamp-gold-leather_product_9010240_color_1737.xml,0.24380121532020266
